PFid	pfam_name	Aaoar1	Aciri1_meta	Altal1	Altbr1	Amnli1	Aplpr1	Aspnid1	Aulhe2	Aurpu_var_mel1	Aurpu_var_nam1	Aurpu_var_pul1	Aurpu_var_sub1	Bauco1	Bimnz1	Botci1	Botdo1_1	Bysci1	Cenge3	Cerzm1	Clael1	Clafu1	Cocca1	CocheC5_3	Cocim1	Coclu2	Cocmi1	Cocsa1	Cocvi1	Corca1	Cucbe1	Decga1	Delco1	Didex1	Disac1	Dotse1	Dotsy1	Erebi1	Fusgr1	Glost2	Hyspu1_1	Karrh1	Lenfl1	Lepmu1	Leppa1	Linin1	Lizem1	Lopma1	Lopmy1	Macan1	Macph1	Maseb1	Melpu1	Micmi1	Mycfi2	Mycgr3	Myrdu1	Mytre1	Neopa1	Neucr2	Ophdi1	Parsp1	Patat1	Photr1	Phycit1	Pieho1_1	Plesi1	Polci1	Polfu1	Psehy1	Pyrco1	Pyrsp1	Pyrtr1	Pyrtt1	Rhili1	Rhyru1_1	Sacpr1	Sclsc1	Sepmu1	Seppo1	Setho1	Settu1	Spofi1	Stano2	Stasp1	Ternu1	Totfu1	Trepe1	Tribi1	Tryvi1	Tubme1	Venin1	Venpi1	Veren1	Wesor1	Zasce1	Zoprh1	Zymar1	Zymps1
PF02873.11	MurB_C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF02874.18	ATP-synt_ab_N	4	4	4	6	4	3	5	4	4	4	4	4	4	4	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3	4	4	4	4	5	4	4	4	4	4	4	4	4	4	4	3	4	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3	4	4	4	4	4	3	4	4	4	4	4	4	3	4	4	4	4	4	4	4	4
PF02875.16	Mur_ligase_C	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF02877.9	PARP_reg	1	1	1	1	1	1	1	1	1	1	1	1	1	2	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	1	0	0	1	0	1	1	1	0	1	1	0	0	1	1	1	0	1	0	0	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	0	1	1
PF02878.11	PGM_PMM_I	3	3	3	4	3	3	3	3	3	3	3	3	3	3	2	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
PF02879.11	PGM_PMM_II	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
PF02880.11	PGM_PMM_III	2	2	2	2	2	2	2	2	3	3	3	3	2	2	1	2	3	2	3	2	2	2	1	2	2	2	2	2	2	2	2	3	2	2	2	2	2	1	2	2	2	2	2	2	2	2	3	2	2	2	3	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	1	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2
PF02881.14	SRP54_N	2	1	2	2	2	2	2	2	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2
PF02882.14	THF_DHG_CYH_C	2	2	2	2	2	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	4	2	2	2	2	3	2	2	2	2	2	2	2	1	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	2	2	3	2	2	2
PF02883.15	Alpha_adaptinC2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
PF02885.12	Glycos_trans_3N	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	0	1	2	0	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	0	1	1	2	1	1	1	1	1	1	1
PF02887.11	PK_C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PF02889.11	Sec63	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3	4	4	4	4	4	4	4	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	5	4	4	5	4	4	4	4	4	4	4	4
PF02891.15	zf-MIZ	2	2	2	0	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	1	3	2	2	2	2	2	1	2	1	2	2	2	5	2	2	2	2	2	1	2	2	2	2	2	2	2	1	2	2	2	2	2	3	2	2	2	2	2	2	2
PF02892.10	zf-BED	0	0	0	1	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
PF02893.15	GRAM	2	3	2	2	2	1	2	2	3	3	3	3	2	2	2	2	2	2	2	1	2	1	3	1	3	2	2	2	2	2	2	2	2	2	2	3	2	1	2	2	2	2	3	2	2	2	2	1	2	2	2	2	2	2	2	1	2	2	5	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	3	1	1	2	2	2	2	3	2	2	2	2	2	2	2	3	2	2	2	3	3	2	2	2
PF02894.12	GFO_IDH_MocA_C	6	10	6	4	3	4	8	2	6	5	8	5	5	3	2	5	4	2	4	2	4	3	3	1	4	3	2	4	6	2	3	2	2	0	5	2	3	8	7	5	3	5	2	5	4	3	3	4	4	4	3	4	4	4	3	7	5	4	2	5	3	2	3	3	0	5	2	2	1	4	7	2	2	6	4	5	2	3	3	5	4	2	3	5	1	2	1	1	4	2	2	2	0	2	11	6	3	3
PF02896.13	PEP-utilizers_C	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
PF02897.10	Peptidase_S9_N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
PF02898.10	NO_synthase	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	2	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	0	1	0	0	0	0	1	1
PF02900.13	LigB	4	2	3	1	3	1	2	2	2	4	3	3	5	2	2	4	2	3	2	2	2	2	2	1	2	2	2	2	3	2	1	1	2	1	2	2	3	3	2	2	3	4	1	4	1	1	5	6	2	4	2	5	1	3	2	4	6	4	1	3	4	1	2	3	1	1	2	2	1	1	3	3	2	2	2	1	1	2	2	3	6	1	2	2	2	1	3	1	4	1	1	2	1	1	3	3	3	3
PF02901.10	PFL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF02902.14	Peptidase_C48	4	3	4	3	5	3	3	3	3	3	4	4	8	4	3	9	4	3	4	5	4	4	4	6	3	4	4	4	4	3	3	3	5	4	4	6	3	3	3	6	5	4	5	4	4	3	4	5	3	3	5	4	3	4	5	3	4	8	5	7	4	3	4	12	4	5	3	5	4	4	4	4	4	3	4	5	3	3	3	5	5	3	5	4	5	6	6	3	3	3	3	3	3	2	10	5	3	4
PF02906.9	Fe_hyd_lg_C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PF02910.15	Succ_DH_flav_C	2	2	2	2	2	1	1	1	1	1	1	1	2	2	1	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	1	2	2	1	1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	1	1	2	1	2	2	1	2	2	1	2	1	3	2	1	2	1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	1	1	1	2	1	1	2	1	2	2
PF02911.13	Formyl_trans_C	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0
PF02913.14	FAD-oxidase_C	10	6	6	4	5	3	6	4	4	4	4	3	4	8	5	7	7	4	4	4	3	6	6	4	6	6	6	6	7	5	4	8	4	2	4	4	4	6	6	8	8	7	4	3	7	4	9	4	4	7	7	8	5	3	4	3	4	7	4	7	8	3	7	4	2	7	3	7	3	3	10	4	4	4	7	3	5	4	3	6	4	4	5	7	3	3	10	3	3	2	4	4	7	6	6	8	3	3
PF02915.12	Rubrerythrin	0	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0
PF02919.10	Topoisom_I_N	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PF02921.9	UCR_TM	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1
PF02922.13	CBM_48	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PF02925.11	gpD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF02926.12	THUMP	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PF02927.9	CelD_N	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF02928.11	zf-C5HC2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PF02929.12	Bgal_small_N	1	1	1	1	2	0	2	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	2	1	0	0	1	0	0	1	0	3	1	0	1	1	1	0	2	1	0	0	1	1	2	1	0	2	3	0	0	0	2	1	1	2	1	0	0	2	0	1	1	0	1	1	1	0	1	0	0	1	1	1	1	0	1	2	1	0	1	1	0	0	0	0	1	0	2	1	2	3
PF02933.12	CDC48_2	2	2	2	2	2	2	1	1	2	2	2	2	2	2	3	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	3	2	2	2	2	1	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	4	1	2	2	2	2	2	2	1	2	2	2
PF02934.10	GatB_N	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PF02935.11	COX7C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
PF02936.9	COX4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PF02939.11	UcrQ	1	2	1	1	2	2	1	1	1	2	1	1	0	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	2	1	2	2	1	5	1	2	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	3	3	2	2
PF02940.10	mRNA_triPase	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PF02953.10	zf-Tim10_DDP	4	4	4	2	4	4	4	4	4	4	4	4	4	4	3	4	4	4	4	4	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3	3	4	4	4	4	4	4	4	4	4	4	4	4	4	3	4	4	4	5	4	4	4	4	4	3	4	4	4	4	4	4	3	4	4	2	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3	4	4	4	4	3	4
PF02954.14	HTH_8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF02955.11	GSH-S_ATP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF02958.15	EcKinase	3	2	4	4	4	1	3	2	1	1	2	2	1	5	1	2	4	2	4	4	4	4	3	2	5	5	3	4	4	6	4	2	4	1	2	3	3	7	1	2	4	5	4	7	4	4	7	6	4	1	5	7	6	3	3	1	7	1	2	6	4	2	3	1	1	5	2	3	1	1	5	3	3	3	3	1	0	3	3	4	5	3	3	7	1	6	6	2	3	1	3	3	3	2	4	4	2	3
PF02966.11	DIM1	1	1	2	2	2	1	1	1	1	1	1	1	1	2	1	1	3	2	1	2	1	2	2	1	2	2	2	2	2	1	2	1	1	1	1	1	1	1	1	1	2	2	2	1	3	1	2	1	1	1	2	2	1	1	1	1	3	1	2	2	2	1	2	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	2	1	1	2	1	1	1	1	1	2	1	1	1	1	1
PF02969.12	TAF	3	2	3	1	3	3	3	3	5	4	3	3	2	3	4	2	3	3	2	3	2	3	4	3	3	3	2	3	3	3	3	3	3	2	2	3	3	3	3	2	3	3	2	3	3	3	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	4	2	2	3	3	3	3	3	2	3	2	3	3	3	3	3	3	3	2	2	2	2
PF02970.11	TBCA	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1
PF02978.14	SRP_SPB	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PF02982.9	Scytalone_dh	3	1	2	1	1	1	1	1	2	3	2	2	1	2	2	1	1	1	1	1	2	2	2	0	5	3	3	3	3	1	1	1	1	1	1	3	1	1	3	1	2	2	1	1	3	1	2	1	1	2	1	2	3	1	2	1	1	1	1	2	1	1	5	1	1	2	1	1	1	0	4	2	2	2	1	1	1	2	2	3	4	2	1	1	1	1	1	1	3	0	2	1	1	1	2	3	1	1
PF02983.9	Pro_Al_protease	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF02984.14	Cyclin_C	3	3	3	3	3	3	4	3	3	3	3	3	3	3	2	3	3	3	3	4	3	3	5	4	3	3	3	3	5	3	4	3	4	3	3	3	3	3	3	3	3	3	3	5	3	5	4	3	3	3	3	4	3	3	3	3	3	3	3	4	3	3	3	3	5	4	3	3	3	3	4	3	3	3	3	3	3	3	3	3	5	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3
PF02985.17	HEAT	7	7	7	7	7	5	6	6	9	8	8	9	7	6	4	5	6	6	6	7	5	8	7	4	7	8	7	7	6	7	8	7	8	5	5	7	3	5	6	5	6	7	5	6	7	8	7	7	8	5	7	8	6	7	6	9	7	5	7	5	6	7	6	4	6	7	5	6	5	7	6	8	7	6	5	6	5	8	7	6	7	8	7	6	7	7	5	5	6	11	6	7	5	6	7	6	6	6
PF02990.11	EMP70	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	1	1	2	1	1	1	1	2	1	1	2	2	1	2	2	1	1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	1	1	2	2	2	2	1	2	2	1	2	2	2	2	2	2	2	1	1	1	2	2	2	2	2	2	1	1	1	1	1	2	2	2	2	2	1	3	2	2	1	2	2	1	1
PF02991.11	Atg8	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PF02992.9	Transposase_21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PF02995.12	DUF229	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF02996.12	Prefoldin	2	2	2	1	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2
PF03006.15	HlyIII	5	2	8	3	4	3	3	4	4	3	4	3	2	8	6	3	3	2	2	3	2	5	6	3	5	5	5	5	10	4	5	3	2	3	3	3	2	2	6	2	4	5	3	3	7	3	10	6	4	3	3	4	3	3	3	8	6	3	3	7	4	2	3	2	2	3	3	3	4	2	6	4	4	4	2	2	3	3	2	5	5	3	5	4	2	5	9	2	4	1	5	3	8	4	5	11	2	4
PF03007.11	WES_acyltransf	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PF03009.12	GDPD	5	4	4	5	5	3	3	3	4	4	5	4	6	3	2	5	3	3	4	4	5	4	3	5	3	3	4	4	6	4	2	1	6	3	5	2	4	4	4	4	5	3	4	4	4	5	5	3	5	5	3	3	4	6	5	5	4	4	4	3	4	3	5	5	2	3	3	4	3	4	4	3	4	3	4	2	4	4	4	4	2	3	6	5	3	4	4	3	4	2	4	5	4	2	6	3	4	5
PF03022.11	MRJP	0	0	3	2	0	1	0	0	2	2	2	2	4	3	2	2	2	0	4	3	5	2	2	0	1	2	1	2	1	2	2	1	1	1	4	1	0	0	2	3	3	1	2	0	1	3	3	0	2	2	1	1	0	2	3	2	0	3	1	3	2	1	3	2	0	2	4	2	1	0	0	3	2	3	1	2	1	2	2	3	2	1	3	3	6	0	2	0	4	0	3	3	0	0	6	2	3	4
